Estado,Municipio,Hasta 1.99,2.00 a 2.60,2.61 a 3.99,4.00 a 6.99,7.00 a 10.99,11.00 en adelante,Total general,mes,anio
Nuevo León,Vallecillo,26,,13,8,2,,49,2,2015
Nuevo León,Villaldama,81,5,4,,,,90,2,2015
Oaxaca,Acatlán de Pérez Figueroa,41,32,126,91,33,21,344,2,2015
Oaxaca,Ánimas Trujano,25,8,7,1,,,41,2,2015
Oaxaca,Asunción Ixtaltepec,23,13,6,3,1,,46,2,2015
Oaxaca,Asunción Nochixtlán,40,9,8,5,5,,67,2,2015
Oaxaca,Calihualá,3,,,,,,3,2,2015
Oaxaca,Candelaria Loxicha,,,,2,2,,4,2,2015
Oaxaca,Chahuites,33,2,1,,,,36,2,2015
Oaxaca,Chalcatongo de Hidalgo,,,2,2,5,1,10,2,2015
Oaxaca,Ciénega de Zimatlán,13,,,,,,13,2,2015
Oaxaca,Ciudad Ixtepec,233,44,114,131,91,23,636,2,2015
Oaxaca,Constancia del Rosario,3,,7,,,,10,2,2015
Oaxaca,Cosolapa,76,39,33,16,4,4,172,2,2015
Oaxaca,Cosoltepec,,2,1,,,,3,2,2015
Oaxaca,Cuilápam de Guerrero,5,2,,12,8,13,40,2,2015
Oaxaca,El Barrio de la Soledad,177,287,222,287,144,45,1162,2,2015
Oaxaca,El Espinal,36,11,7,25,16,5,100,2,2015
Oaxaca,Guadalupe Etla,27,20,67,41,17,4,176,2,2015
Oaxaca,Heroica Ciudad de Ejutla de Crespo,42,2,,3,1,,48,2,2015
Oaxaca,Heroica Ciudad de Huajuapan de León,651,171,372,301,135,99,1729,2,2015
Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,768,209,305,252,137,134,1805,2,2015
Oaxaca,Heroica Ciudad de Tlaxiaco,186,40,86,58,21,1,392,2,2015
Oaxaca,Huautla de Jiménez,4,,6,,,,10,2,2015
Oaxaca,Ixpantepec Nieves,1,,,,,,1,2,2015
Oaxaca,Ixtlán de Juárez,29,15,42,27,23,12,148,2,2015
Oaxaca,Loma Bonita,327,53,68,29,22,34,533,2,2015
Oaxaca,Magdalena Apasco,147,40,33,26,5,2,253,2,2015
Oaxaca,Magdalena Tequisistlán,4,4,4,,,,12,2,2015
Oaxaca,Mariscala de Juárez,,,,5,,,5,2,2015
Oaxaca,Matías Romero Avendaño,445,86,71,74,37,14,727,2,2015
Oaxaca,Miahuatlán de Porfirio Díaz,116,66,114,86,50,70,502,2,2015
Oaxaca,Nazareno Etla,5,,,,,,5,2,2015
Oaxaca,Nejapa de Madero,,,,3,1,,4,2,2015
Oaxaca,Nuevo Zoquiápam,24,2,2,,1,,29,2,2015
Oaxaca,Oaxaca de Juárez,11624,2299,3425,4212,2947,1551,26058,2,2015
Oaxaca,Ocotlán de Morelos,140,34,27,30,18,3,252,2,2015
Oaxaca,Putla Villa de Guerrero,10,27,11,6,12,,66,2,2015
Oaxaca,Reyes Etla,1,,,,,,1,2,2015
Oaxaca,Salina Cruz,1329,277,498,734,341,166,3345,2,2015
Oaxaca,San Agustín Chayuco,,,2,4,,,6,2,2015
Oaxaca,San Agustín de las Juntas,19,5,14,42,70,9,159,2,2015
Oaxaca,San Agustín Etla,5,,,,,,5,2,2015
Oaxaca,San Agustín Loxicha,3,,,,,,3,2,2015
Oaxaca,San Agustín Tlacotepec,4,,1,,,,5,2,2015
Oaxaca,San Agustín Yatareni,11,1,,,,,12,2,2015
Oaxaca,San Andrés Huaxpaltepec,3,,6,7,,,16,2,2015
Oaxaca,San Andrés Huayápam,44,3,4,,1,,52,2,2015
Oaxaca,San Andrés Zautla,1,,,,,,1,2,2015
Oaxaca,San Antonino Castillo Velasco,6,5,9,,1,,21,2,2015
Oaxaca,San Antonio Acutla,1,,,,,,1,2,2015
Oaxaca,San Antonio de la Cal,82,11,9,35,1,,138,2,2015
Oaxaca,San Bartolo Coyotepec,45,2,116,559,286,15,1023,2,2015
Oaxaca,San Bartolomé Loxicha,,1,1,,,,2,2,2015
Oaxaca,San Bartolomé Quialana,5,,,,,,5,2,2015
Oaxaca,San Blas Atempa,5,,,,,,5,2,2015
Oaxaca,San Cristóbal Suchixtlahuaca,3,,,,,,3,2,2015
Oaxaca,San Dionisio Ocotepec,,,1,1,,,2,2,2015
Oaxaca,San Dionisio Ocotlán,14,1,2,,,,17,2,2015
Oaxaca,San Felipe Jalapa de Díaz,22,,,,,,22,2,2015
Oaxaca,San Francisco Lachigoló,4,2,3,1,,,10,2,2015
Oaxaca,San Francisco Telixtlahuaca,17,,,,,,17,2,2015
Oaxaca,San Gabriel Mixtepec,,,,5,2,,7,2,2015
Oaxaca,San Jacinto Amilpas,322,41,84,56,20,3,526,2,2015
Oaxaca,San Jerónimo Sosola,2,,,,,,2,2,2015
Oaxaca,San Jerónimo Tlacochahuaya,7,1,1,,,,9,2,2015
Oaxaca,San José Chiltepec,3,,,1,,,4,2,2015
Oaxaca,San José del Progreso,25,,53,95,11,25,209,2,2015
Oaxaca,San Juan Atepec,3,,,,,,3,2,2015
Oaxaca,San Juan Bautista Cuicatlán,14,4,6,4,2,,30,2,2015
Oaxaca,San Juan Bautista Guelache,4,,,,,,4,2,2015
Oaxaca,San Juan Bautista Tlacoatzintepec,2,,,,,,2,2,2015
Oaxaca,San Juan Bautista Tuxtepec,1867,456,779,1226,286,157,4771,2,2015
Oaxaca,San Juan Bautista Valle Nacional,8,2,,1,1,,12,2,2015
Oaxaca,San Juan Chicomezúchil,1,,,,,,1,2,2015
Oaxaca,San Juan Cotzocón,3,3,2,4,,,12,2,2015
Oaxaca,San Juan Lachao,5,3,5,1,1,,15,2,2015
Oaxaca,San Juan Teposcolula,,,1,,,,1,2,2015
Oaxaca,San Lorenzo Albarradas,6,,,,,,6,2,2015
Oaxaca,San Lorenzo Cacaotepec,90,10,63,153,73,12,401,2,2015
Oaxaca,San Lucas Ojitlán,29,,,,,,29,2,2015
Oaxaca,San Martín Tilcajete,1,,,,,,1,2,2015
Oaxaca,San Miguel del Puerto,,1,1,2,,,4,2,2015
Oaxaca,San Miguel Ejutla,1,,3,,,,4,2,2015
Oaxaca,San Miguel el Grande,1,1,,,,,2,2,2015
Oaxaca,San Miguel Soyaltepec,8,1,1,11,3,1,25,2,2015
Oaxaca,San Pablo Coatlán,6,1,,,,,7,2,2015
Oaxaca,San Pablo Etla,115,26,49,74,31,9,304,2,2015
Oaxaca,San Pablo Huitzo,7,1,,,,,8,2,2015
Oaxaca,San Pablo Huixtepec,4,10,24,16,30,8,92,2,2015
Oaxaca,San Pablo Macuiltianguis,1,,,,,,1,2,2015
Oaxaca,San Pablo Villa de Mitla,21,32,72,146,114,19,404,2,2015
Oaxaca,San Pedro Apóstol,,,,1,,,1,2,2015
Oaxaca,San Pedro Ixtlahuaca,8,,,,,,8,2,2015
Oaxaca,San Pedro Mixtepec -Dto. 22 -,522,162,242,317,314,60,1617,2,2015
Oaxaca,San Pedro Pochutla,161,82,188,79,103,75,688,2,2015
Oaxaca,San Pedro Tapanatepec,42,2,3,1,,1,49,2,2015
Oaxaca,San Pedro Teutila,1,,,,,,1,2,2015
Oaxaca,San Pedro Totolápam,48,8,1,69,94,61,281,2,2015
Oaxaca,San Pedro y San Pablo Ayutla,5,4,4,,1,,14,2,2015
Oaxaca,San Pedro y San Pablo Teposcolula,,6,10,13,4,4,37,2,2015
Oaxaca,San Sebastián Río Hondo,,,1,,,,1,2,2015
Oaxaca,San Sebastián Tecomaxtlahuaca,9,2,1,3,,,15,2,2015
Oaxaca,San Sebastián Tutla,120,21,41,54,18,9,263,2,2015
Oaxaca,San Vicente Coatlán,5,4,42,52,2,1,106,2,2015
Oaxaca,San Vicente Lachixío,1,,,,,,1,2,2015
Oaxaca,San Vicente Nuñú,1,1,1,,,,3,2,2015
Oaxaca,Santa Ana Zegache,1,,,,,,1,2,2015
Oaxaca,Santa Catarina Juquila,3,1,2,2,1,,9,2,2015
Oaxaca,Santa Cruz Amilpas,48,5,6,5,,,64,2,2015
Oaxaca,Santa Cruz Xoxocotlán,566,113,133,140,89,25,1066,2,2015
Oaxaca,Santa Cruz Zenzontepec,,1,3,,,,4,2,2015
Oaxaca,Santa Gertrudis,1,2,6,17,1,,27,2,2015
Oaxaca,Santa Lucía del Camino,679,144,135,65,26,7,1056,2,2015
Oaxaca,Santa Lucía Monteverde,,,1,,,,1,2,2015
Oaxaca,Santa María Atzompa,62,5,3,2,1,,73,2,2015
Oaxaca,Santa María Chimalapa,2,,,,,,2,2,2015
Oaxaca,Santa María Colotepec,39,5,9,20,5,,78,2,2015
Oaxaca,Santa María Coyotepec,27,1,4,17,4,,53,2,2015
Oaxaca,Santa María del Tule,10,45,5,3,2,3,68,2,2015
Oaxaca,Santa María Huatulco,1763,369,381,284,134,72,3003,2,2015
Oaxaca,Santa María Huazolotitlán,2,,,,,,2,2,2015
Oaxaca,Santa María Jacatepec,10,,,,,,10,2,2015
Oaxaca,Santa María Jalapa del Marqués,22,,,1,,,23,2,2015
Oaxaca,Santa María Lachixío,,3,6,,,,9,2,2015
Oaxaca,Santa María Mixtequilla,3,1,,,,,4,2,2015
Oaxaca,Santa María Petapa,4,,8,1,,,13,2,2015
Oaxaca,Santa María Tlahuitoltepec,,1,3,1,,,5,2,2015
Oaxaca,Santa María Tlalixtac,4,,,,,,4,2,2015
Oaxaca,Santa María Tonameca,4,,,,,,4,2,2015
Oaxaca,Santa María Zacatepec,2,,2,,,,4,2,2015
Oaxaca,Santa María Zoquitlán,,,,3,,,3,2,2015
Oaxaca,Santiago Huajolotitlán,6,5,4,14,9,,38,2,2015
Oaxaca,Santiago Jamiltepec,30,5,,3,2,4,44,2,2015
Oaxaca,Santiago Juxtlahuaca,17,2,,2,12,1,34,2,2015
Oaxaca,Santiago Matatlán,2,,8,1,,,11,2,2015
Oaxaca,Santiago Niltepec,1,4,4,,,,9,2,2015
Oaxaca,Santiago Pinotepa Nacional,420,94,157,159,98,21,949,2,2015
Oaxaca,Santiago Suchilquitongo,4,,,,,,4,2,2015
Oaxaca,Santo Domingo Ingenio,8,17,26,12,2,1,66,2,2015
Oaxaca,Santo Domingo Tehuantepec,325,67,138,155,144,47,876,2,2015
Oaxaca,Santo Domingo Tonalá,2,,,,,,2,2,2015
Oaxaca,Santo Domingo Zanatepec,19,5,,2,1,,27,2,2015
Oaxaca,Santos Reyes Nopala,3,1,,,,,4,2,2015
Oaxaca,Soledad Etla,2,1,1,1,,,5,2,2015
Oaxaca,Teotitlán de Flores Magón,45,15,34,15,19,11,139,2,2015
Oaxaca,Teotitlán del Valle,2,5,6,,,,13,2,2015
Oaxaca,Tepelmeme Villa de Morelos,,3,1,,,,4,2,2015
Oaxaca,Tezoatlán de Segura y Luna,,,,2,1,,3,2,2015
Oaxaca,Tlacolula de Matamoros,147,32,39,19,12,3,252,2,2015
Oaxaca,Tlalixtac de Cabrera,219,46,174,161,27,4,631,2,2015
Oaxaca,Trinidad Zaachila,11,,,,,,11,2,2015
Oaxaca,Unión Hidalgo,17,,1,1,,1,20,2,2015
Oaxaca,Villa de Chilapa de Díaz,6,1,,,,,7,2,2015
Oaxaca,Villa de Etla,117,18,22,30,11,1,199,2,2015
Oaxaca,Villa de Tamazulápam del Progreso,85,32,25,24,3,1,170,2,2015
Oaxaca,Villa de Tututepec de Melchor Ocampo,27,1,7,15,4,1,55,2,2015
Oaxaca,Villa de Zaachila,37,7,2,4,2,,52,2,2015
Oaxaca,Villa Díaz Ordaz,2,,,,,,2,2,2015
Oaxaca,Villa Sola de Vega,1,,1,3,,,5,2,2015
Oaxaca,Villa Talea de Castro,,,,1,,,1,2,2015
Oaxaca,Villa Tejúpam de la Unión,1,3,,1,,,5,2,2015
Oaxaca,Zimatlán de Álvarez,75,7,4,12,2,,100,2,2015
Oaxaca,Magdalena Jaltepec,,2,,,,,2,2,2015
Oaxaca,Reforma de Pineda,2,,,,,,2,2,2015
Oaxaca,San Miguel del Río,1,1,,,,,2,2,2015
Oaxaca,Santiago Astata,,,1,,,,1,2,2015
Oaxaca,San Bartolomé Zoogocho,1,,,,,,1,2,2015
Puebla,Acajete,230,23,66,76,29,12,436,2,2015
Puebla,Acateno,3,,,1,,,4,2,2015
Puebla,Acatlán,116,41,71,55,8,3,294,2,2015
Puebla,Acatzingo,173,66,43,17,6,,305,2,2015
Puebla,Ahuacatlán,1,1,,1,,,3,2,2015
Puebla,Ahuazotepec,111,32,11,18,25,,197,2,2015
Puebla,Ajalpan,342,158,363,125,30,28,1046,2,2015
Puebla,Aljojuca,4,,2,,,,6,2,2015
Puebla,Altepexi,17,,1,1,,,19,2,2015
Puebla,Amozoc,1019,601,815,483,172,117,3207,2,2015
Puebla,Aquixtla,17,,3,,,,20,2,2015
Puebla,Atempan,35,,12,2,2,,51,2,2015
Puebla,Atlixco,1213,473,289,178,53,38,2244,2,2015
Puebla,Atzala,,9,7,2,5,4,27,2,2015
Puebla,Ayotoxco de Guerrero,5,2,5,1,,,13,2,2015
Puebla,Cañada Morelos,235,27,7,5,1,,275,2,2015
Puebla,Chalchicomula de Sesma,123,105,191,76,38,10,543,2,2015
Puebla,Chapulco,8,,,,,,8,2,2015
Puebla,Chiautla,34,11,11,2,1,1,60,2,2015
Puebla,Chiautzingo,2,,,,,,2,2,2015
Puebla,Chietla,40,60,257,190,64,58,669,2,2015
Puebla,Chignahuapan,352,56,84,31,8,,531,2,2015
Puebla,Chignautla,132,8,22,36,39,5,242,2,2015
Puebla,Coronango,174,137,241,117,49,53,771,2,2015
Puebla,Coxcatlán,18,2,,,1,,21,2,2015
Puebla,Cuapiaxtla de Madero,84,12,17,8,2,,123,2,2015
Puebla,Cuautinchán,8,1,3,8,3,2,25,2,2015
Puebla,Cuautlancingo,1749,876,2884,2032,1396,3315,12252,2,2015
Puebla,Cuetzalan del Progreso,27,6,15,3,,,51,2,2015
Puebla,Cuyoaco,28,37,52,13,3,1,134,2,2015
Puebla,Domingo Arenas,2,,,,,,2,2,2015
Puebla,Epatlán,1,1,1,3,1,,7,2,2015
Puebla,Esperanza,68,,1,5,,,74,2,2015
Puebla,General Felipe Ángeles,2,,,1,,,3,2,2015
Puebla,Guadalupe Victoria,31,1,36,4,6,1,79,2,2015
Puebla,Huaquechula,18,,1,,1,,20,2,2015
Puebla,Huauchinango,624,120,139,94,27,12,1016,2,2015
Puebla,Huehuetlán el Chico,5,1,3,7,1,,17,2,2015
Puebla,Huejotzingo,613,560,871,440,181,125,2790,2,2015
Puebla,Hueyapan,25,,,,,,25,2,2015
Puebla,Hueytamalco,186,9,14,4,1,1,215,2,2015
Puebla,Huitziltepec,5,,1,9,3,,18,2,2015
Puebla,Ixcaquixtla,47,15,10,3,5,2,82,2,2015
Puebla,Ixtacamaxtitlán,3,1,5,2,,1,12,2,2015
Puebla,Izúcar de Matamoros,683,163,345,563,197,118,2069,2,2015
Puebla,Jonotla,2,1,2,,,,5,2,2015
Puebla,Juan C. Bonilla,63,10,19,10,2,4,108,2,2015
Puebla,Juan Galindo,37,2,,1,,,40,2,2015
Puebla,Libres,161,184,97,34,14,4,494,2,2015
Puebla,Los Reyes de Juárez,20,2,3,,,,25,2,2015
Puebla,Mazapiltepec de Juárez,2,,,,,,2,2,2015
Puebla,Molcaxac,24,5,2,,,,31,2,2015
Puebla,Nealtican,8,1,,,,,9,2,2015
Puebla,Nicolás Bravo,7,,1,,,,8,2,2015
Puebla,Nopalucan,307,133,247,67,9,13,776,2,2015
Puebla,Ocotepec,1,,,,,,1,2,2015
Puebla,Ocoyucan,29,6,23,8,1,1,68,2,2015
Puebla,Oriental,37,14,33,16,12,1,113,2,2015
Puebla,Palmar de Bravo,74,67,66,38,49,49,343,2,2015
Puebla,Petlalcingo,1,,,,,,1,2,2015
Puebla,Puebla,39256,11651,18281,16565,7142,5220,98115,2,2015
Puebla,Quecholac,150,217,69,16,5,4,461,2,2015
Puebla,Rafael Lara Grajales,58,302,96,42,22,8,528,2,2015
Puebla,San Andrés Cholula,3623,957,1188,1059,471,786,8084,2,2015
Puebla,San Gabriel Chilac,47,3,2,11,9,,72,2,2015
Puebla,San Gregorio Atzompa,386,31,28,22,19,12,498,2,2015
Puebla,San José Chiapa,276,65,119,67,22,6,555,2,2015
Puebla,San Martín Texmelucan,1151,538,949,796,219,57,3710,2,2015
Puebla,San Matías Tlalancaleca,49,,1,2,,,52,2,2015
Puebla,San Miguel Xoxtla,95,55,240,325,110,82,907,2,2015
Puebla,San Nicolás Buenos Aires,4,2,,,,,6,2,2015
Puebla,San Pedro Cholula,2335,425,701,480,141,71,4153,2,2015
Puebla,San Salvador el Seco,50,5,10,4,,,69,2,2015
Puebla,San Salvador el Verde,45,5,26,5,,1,82,2,2015
Puebla,San Salvador Huixcolotla,98,41,51,21,6,,217,2,2015
Puebla,Santa Isabel Cholula,9,,,1,1,2,13,2,2015
Puebla,Santiago Miahuatlán,142,8,6,2,2,2,162,2,2015
Puebla,Santo Tomás Hueyotlipan,2,,1,,,,3,2,2015
Puebla,Tecali de Herrera,203,10,22,7,1,2,245,2,2015
Puebla,Tecamachalco,514,287,313,276,56,49,1495,2,2015
Puebla,Tecomatlán,2,,,,,,2,2,2015
Puebla,Tehuacán,9023,1591,1975,1474,477,310,14850,2,2015
Puebla,Tehuitzingo,12,,2,1,,,15,2,2015
Puebla,Tenampulco,1,,,,,,1,2,2015
Puebla,Teotlalco,2,,,,,,2,2,2015
Puebla,Tepanco de López,594,96,76,25,5,5,801,2,2015
Puebla,Tepatlaxco de Hidalgo,5,3,2,1,,,11,2,2015
Puebla,Tepeaca,611,98,136,94,129,47,1115,2,2015
Puebla,Tepeojuma,2,,,,,,2,2,2015
Puebla,Tepexi de Rodríguez,28,5,5,2,,,40,2,2015
Puebla,Tepeyahualco,115,8,6,1,,1,131,2,2015
Puebla,Tepeyahualco de Cuauhtémoc,11,1,1,,,,13,2,2015
Puebla,Tetela de Ocampo,26,5,9,,,,40,2,2015
Puebla,Teteles de Avila Castillo,27,17,20,4,2,,70,2,2015
Puebla,Teziutlán,3274,396,392,587,146,114,4909,2,2015
Puebla,Tianguismanalco,1,,,,,,1,2,2015
Puebla,Tlachichuca,1,,,,,,1,2,2015
Puebla,Tlacotepec de Benito Juárez,259,56,41,17,4,11,388,2,2015
Puebla,Tlahuapan,56,18,108,27,24,21,254,2,2015
Puebla,Tlaltenango,15,2,3,1,,,21,2,2015
Puebla,Tlanepantla,1,,,,,,1,2,2015
Puebla,Tlapanalá,102,13,2,6,2,4,129,2,2015
Puebla,Tlatlauquitepec,170,44,34,10,7,,265,2,2015
Puebla,Tochtepec,32,7,1,2,,,42,2,2015
Puebla,Tulcingo,9,,,,,,9,2,2015
Puebla,Tuzamapan de Galeana,2,,,1,,,3,2,2015
Puebla,Venustiano Carranza,2,,1,3,26,53,85,2,2015
Puebla,Vicente Guerrero,3,1,,1,,,5,2,2015
Puebla,Xicotepec,446,112,87,55,9,5,714,2,2015
Puebla,Xiutetelco,49,6,7,3,,,65,2,2015
Puebla,Xochiltepec,17,,,,,,17,2,2015
Puebla,Yaonáhuac,16,,,,,,16,2,2015
Puebla,Yehualtepec,10,6,7,11,4,,38,2,2015
